variable,tipo,movilidad,flujo,unidad_medida,nivel,fecha,valor
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-06-01,71799617.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-07-01,2138617661.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-07-01,154520920.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-07-01,568278225.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-07-01,118758611.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-08-01,1679570853.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-08-01,100845611.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-08-01,643162327.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-08-01,149031265.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-09-01,1317434459.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-09-01,80628870.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-09-01,587841675.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-09-01,121318085.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-10-01,1712533252.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-10-01,94178729.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-10-01,600674608.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-10-01,117293935.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-11-01,2238351173.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-11-01,114340513.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-11-01,606057996.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-11-01,129894930.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2024-12-01,3042069640.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2024-12-01,204690042.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2024-12-01,575563349.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2024-12-01,145953019.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-01-01,2795842196.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-01-01,94556615.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-01-01,600562443.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-01-01,114913190.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-02-01,2767887260.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-02-01,82794032.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-02-01,441376067.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-02-01,67952379.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-03-01,3131955404.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-03-01,115437424.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-03-01,485539494.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-03-01,78678143.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-04-01,2530243819.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-04-01,95651578.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-04-01,634785973.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-04-01,97234765.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-05-01,2056363201.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-05-01,110523319.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-05-01,596361625.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-05-01,89244108.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-06-01,2166384422.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-06-01,133742058.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-06-01,611052628.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-06-01,92148642.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-07-01,2341174314.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-07-01,167654915.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-07-01,669334085.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-07-01,116019783.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-08-01,1645031746.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-08-01,132938433.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-08-01,788267198.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-08-01,137116432.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-09-01,1295478479.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-09-01,84568046.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-09-01,686444934.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-09-01,100953739.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-10-01,1852096467.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-10-01,100867830.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-10-01,714141206.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-10-01,126025846.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-11-01,2372688603.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-11-01,123004598.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-11-01,803505833.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-11-01,107037264.0
gasto_total,Turistas de internación,Vía aérea,entrada,Dólares,nacional,2025-12-01,2973878191.0
gasto_total,Turistas de internación,Vía terrestre,entrada,Dólares,nacional,2025-12-01,237745142.0
gasto_total,Turistas de internación,Vía aérea,salida,Dólares,nacional,2025-12-01,783538947.0
gasto_total,Turistas de internación,Vía terrestre,salida,Dólares,nacional,2025-12-01,129129727.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2018-08-01,90268996.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2018-08-01,14093185.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2018-08-01,37428780.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2018-08-01,6868519.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2018-09-01,69803948.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2018-09-01,11598932.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2018-09-01,21941775.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2018-09-01,5549565.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2018-10-01,77209846.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2018-10-01,13520726.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2018-10-01,38762189.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2018-10-01,7018155.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2018-11-01,85208344.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2018-11-01,15883221.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2018-11-01,43699813.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2018-11-01,6781785.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2018-12-01,97872239.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2018-12-01,16314800.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2018-12-01,68150464.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2018-12-01,8966336.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-01-01,90201552.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-01-01,14475617.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-01-01,46087538.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-01-01,10598899.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-02-01,78389159.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-02-01,13857078.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-02-01,36754262.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-02-01,7067479.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-03-01,90846757.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-03-01,15428138.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-03-01,35852960.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-03-01,9153020.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-04-01,90339783.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-04-01,14990154.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-04-01,31277346.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-04-01,10167191.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-05-01,88960422.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-05-01,13562088.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-05-01,35585337.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-05-01,9048893.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-06-01,91982457.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-06-01,14117600.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-06-01,36978581.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-06-01,8044169.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-07-01,109101302.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-07-01,15180017.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-07-01,41640422.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-07-01,8408216.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-08-01,97667353.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-08-01,14641440.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-08-01,40307011.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-08-01,8316800.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-09-01,98783282.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-09-01,14775572.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-09-01,37527696.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-09-01,6874837.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-10-01,98737690.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-10-01,14298773.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-10-01,36784834.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-10-01,9932432.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-11-01,95496718.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-11-01,15154891.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-11-01,50037282.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-11-01,9889297.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2019-12-01,101212861.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2019-12-01,16301747.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2019-12-01,45194347.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2019-12-01,10173655.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-01-01,97933849.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-01-01,16336575.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-01-01,43984810.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-01-01,8126920.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-02-01,83847459.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-02-01,14611351.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-02-01,42381399.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-02-01,7253692.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-03-01,90851290.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-03-01,14276319.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-03-01,28869516.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-03-01,5655355.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-04-01,20808132.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-04-01,5448676.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-04-01,5015378.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-04-01,1368635.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-05-01,24074933.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-05-01,5217184.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-05-01,5655040.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-05-01,1491774.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-06-01,20151806.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-06-01,7109333.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-06-01,6593371.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-06-01,985825.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-07-01,31938353.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-07-01,8099647.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-07-01,8843652.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-07-01,2409542.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-08-01,32006871.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-08-01,7521487.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-08-01,10528023.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-08-01,3679311.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-09-01,54515008.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-09-01,11249406.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-09-01,9436896.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-09-01,3023018.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-10-01,51599886.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-10-01,10944368.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-10-01,9717007.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-10-01,2806254.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-11-01,47698028.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-11-01,10403501.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-11-01,10205699.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-11-01,2622787.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2020-12-01,60047400.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2020-12-01,10352586.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2020-12-01,13390252.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2020-12-01,3247778.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2021-01-01,61474899.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2021-01-01,13088382.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2021-01-01,8444703.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2021-01-01,2503051.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2021-02-01,52973392.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2021-02-01,11443630.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2021-02-01,8525689.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2021-02-01,2701442.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2021-03-01,77754845.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2021-03-01,14507579.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2021-03-01,10072501.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2021-03-01,4448641.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2021-04-01,74635082.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2021-04-01,14814793.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2021-04-01,9316658.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2021-04-01,4175028.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2021-05-01,81120472.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2021-05-01,15696022.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2021-05-01,9865918.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2021-05-01,3765139.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2021-06-01,85640139.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2021-06-01,14823539.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2021-06-01,8593956.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2021-06-01,3872476.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2021-07-01,98221814.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2021-07-01,19238611.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2021-07-01,10801573.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2021-07-01,3793143.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2021-08-01,103527544.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2021-08-01,18702323.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2021-08-01,7907946.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2021-08-01,3831019.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2021-09-01,99339680.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2021-09-01,15939118.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2021-09-01,7758032.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2021-09-01,4135067.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2021-10-01,92113375.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2021-10-01,18236465.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2021-10-01,10089425.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2021-10-01,4306002.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2021-11-01,86373273.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2021-11-01,13317784.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2021-11-01,12479495.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2021-11-01,3892864.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2021-12-01,73476925.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2021-12-01,11230723.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2021-12-01,15815926.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2021-12-01,4781083.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2022-01-01,74329935.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2022-01-01,13585983.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2022-01-01,13863131.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2022-01-01,5021057.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2022-02-01,63678328.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2022-02-01,9440906.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2022-02-01,12547741.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2022-02-01,3791940.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2022-03-01,86681437.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2022-03-01,15463041.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2022-03-01,14572447.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2022-03-01,4635513.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2022-04-01,88022932.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2022-04-01,13291819.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2022-04-01,15398241.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2022-04-01,4609658.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2022-05-01,87037039.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2022-05-01,13120119.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2022-05-01,18350740.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2022-05-01,4496574.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2022-06-01,89158451.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2022-06-01,14453450.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2022-06-01,13270374.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2022-06-01,4476228.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2022-07-01,110260362.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2022-07-01,15185383.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2022-07-01,22041423.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2022-07-01,4616387.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2022-08-01,102435006.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2022-08-01,21234764.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2022-08-01,19000531.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2022-08-01,4816831.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2022-09-01,104253141.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2022-09-01,17152137.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2022-09-01,19625060.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2022-09-01,5275241.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2022-10-01,113399372.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2022-10-01,14600123.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2022-10-01,16636828.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2022-10-01,5513237.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2022-11-01,95604964.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2022-11-01,17853145.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2022-11-01,18318650.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2022-11-01,5578758.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2022-12-01,124318588.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2022-12-01,19833505.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2022-12-01,22585012.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2022-12-01,4784997.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2023-01-01,104284856.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2023-01-01,19226658.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2023-01-01,17603260.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2023-01-01,4933955.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2023-02-01,91393378.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2023-02-01,13189693.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2023-02-01,14825305.0
gasto_total,Turistas fronterizos,Peatones,salida,Dólares,nacional,2023-02-01,4250445.0
gasto_total,Turistas fronterizos,En automóviles,entrada,Dólares,nacional,2023-03-01,102390056.0
gasto_total,Turistas fronterizos,Peatones,entrada,Dólares,nacional,2023-03-01,17431675.0
gasto_total,Turistas fronterizos,En automóviles,salida,Dólares,nacional,2023-03-01,19672760.0
